"Serial Number",SKU,EAN,Description,"Sold Qty",Package,"Package Unit","Target Quantity","Main Unit",Category
933,FE043P,FE043P,"FE043P Feather Duster x1",79,1,pc,6.00,pc,non_food
934,1350P,4800020000000,"1350P Del Monte Fit N Right Pineapple 330ml x1",,,,,pc,food
936,SS0125P,4800020000000,"SS0125P Piattos Sour Cream & Onion 40g x1",,,,,pc,food
937,P1377P,4800020000000,"P1377P Piattos Roadhouse Barbecue 40g x1",,,,,pc,food
938,SS1307P,4800020000000,"SS1307P Pretzel Chocolate Mini 28g x1",,,,,pc,food
939,P1857P,p1857p,"P1857P Cleanaide Microfiber Red x1",70,50,pc,1.00,case,non_food
940,SS0084P,4800045310159,"SS0084P Smart Dishwashing Paste 400g with canister x1",116,1,pc,9.00,pc,non_food
941,0908P,37600336161,"0908P Spam Luncheon Meat Lite 12oz x1",,,,,pc,food
943,P2206P,8801060000000,"P2206P Lotte Pepero Original 47g x1",,,,,pc,food
945,FE167P,FE167P,"FE167P Laundry Brush Fish Net x1",187,1,pc,15.00,pc,non_food
948,P2004P,4806501709178,"P2004P Calla Detergent Powder Floral Scent 1.6kg x1",26,1,,2.00,pc,non_food
949,GR137P,GR137P,"GR137P 3M Scotch Brite Scrub Sponge with Foam Regular 150mm x 95mm x1",69,1,pc,6.00,pc,non_food
951,MH63P,4801230000000,"MH63P Baygon Cockroach Killer Aerosol 500ml x1",,,,,pc,food
952,P1474P,9556180000000,"P1474P Cadbury Dairy Milk Chocolate 15g x1",,,,,pc,food
953,SS0967P,4800070000000,"SS0967P Gleam Muriatic Acid 250ml x1",,,,,pc,food
955,1060P,4902430000000,"1060P Joy Expert Dishwashing Liquid Antibac Bottle 475mL x1",,,,,pc,food
957,FE281P,FE281P,"FE281P Megatop Plastic Cups 8 oz x50",204,20,pc,1.00,case,non_food
958,GR115P,GR115P,"GR115P Unbranded Polishing Pad Green 16"" x1",14,5,pc,1.00,case,non_food
961,P2592P,51000012616,"P2592P Campbell's Cream of Mushroom Soup 298g x1",,,,,pc,food
962,P1213P,8000380000000,"P1213P Loacker Mini's 200g x1",,,,,pc,food
963,0831P,4800020000000,"0831P Del Monte Fit n Right Four Seasons 330mL x1",,,,,pc,food
964,P1086P,9555220000000,"P1086P Glade Sensation Lemon 8g x1",,,,,pc,food
965,OC0106P,,"OC0106P Power Clean Spray Buff Solution Supreme Gallon x1",7,4,pc,1.00,case,non_food
967,04836P,04836P,"04836P Ribbon x1",,,,,pc,food
968,0550P,4803930000000,"0550P Root Beer 330mL x1",,,,,pc,food
969,OC0109P,,"OC0109P Power Clean Toilet Bowl Cleaner Gallon 3.4L x1",20,4,pc,1.00,case,non_food
971,SS0985P,480067600740,"SS0985P Albatross Sampaguita 100g with holder x1",75,12,pc,1.00,case,non_food
972,04843P,04843P,"04843P Ecobox XL x1 (LxWxH: 13 x 11.5 x 12)",,,,,pc,food
974,FE203P,FE203P,"FE203P Rubber Gloves Super Thick Black pair x1",55,1,pc,5.00,pc,non_food
976,2123P,4800047840258,"2123P Zonrox Bleach Fresh Scent Gallon x1",33,3,pc,1.00,case,non_food
977,SS1680P,4848570004,"SS1680P 555 Tuna Flakes Mechado 155g x1",,,,,pc,food
978,GR106P,GR106P,"GR106P 3M Scrubbing Pad 16"" Blue x1",9,5,pc,1.00,case,non_food
979,P2310P,4800400000000,"P2310P Liberty Ham Luncheon Meat 375g x1",,,,,pc,food
980,MH88P,4801230000000,"MH88P Baygon 24-hr Roach Killer x6",,,,,pc,food
981,MH73P,4801234014728,"MH73P Mr. Muscle Glass & Multi-Surface Cleaner Primary - Lemon Lime 500ml x1",30,1,pc,3.00,pc,non_food
982,08120P,08120P,"08120P Garbage Bag Large Yellow 26"" x 32"" .001 x1",1400,100,pc,2.00,case,non_food
983,MH77P,,"MH77P Mr. Muscle Toilet Bowl Cleaner 500ml Citrus Scent x1",42,24,pc,1.00,case,non_food
988,P0066P,76145759,"P0066P Toblerone 35g x1",,,,,pc,food
989,P1461P,75069350137,"P1461P Prem Lite Luncheon Meat 340g x1",,,,,pc,food
990,P1011P,4800020000000,"P1011P Del Monte Original Blend Ketchup Pouch 320g x1",,,,,pc,food
991,2062P,4809013751796,"2062P Rubbing Alcohol 70% Isopropyl Alcohol with moisturizer Fresh Petal Scent 500ml pump bottle with front sticker x1",48,4,pc,1.00,case,non_food
993,FE303P,,"FE303P Rubber Gloves Makapal Small Pair x1",63,1,pc,5.00,pc,non_food
997,SS1110P,4800020000000,"SS1110P Nissin Cup Noodles Chicken Sotanghon 30g x1",,,,,pc,food
998,FE275P,FE275P,"FE275P Broom Stick with Handle x1",31,1,pc,3.00,pc,non_food
999,SS1068P,4800020000000,"SS1068P Nissin Cup Noodles Chicken 40g x1",,,,,pc,food
1000,P2075P,4800020000000,"P2075P Nissin Yakisoba Spicy Chicken 59g x1",,,,,pc,food
1001,SS1268P,4809010000000,"SS1268P Boy Bawang Cornick Adobo 90g x1",,,,,pc,food
1002,P1553P,4902430867306,"P1553P Joy Dishwashing Liquid Kalamansi Bottle 475ml x1",30,1,pc,3.00,pc,non_food
1004,P2017P,,"P2017P Champion Fabric Conditioner 1L Pouch x1",24,1,pc,2.00,pc,non_food
1005,SS1294P,,"SS1294P Pride with Fabric Conditioner Detergent Sakura Blossom 2kg x1",21,1,pc,2.00,pc,non_food
1006,0389P,4800147200099,"0389P Zim Scouring Pad With Sponge Small 75x100x30mm x1",153,1,pc,12.00,pc,non_food
1008,P1281P,4800020000000,"P1281P Great Taste Coffee Premium 100g x1",,,,,pc,food
1009,Y0320P,Y0320P,"Y0320P Interfolded Paper Towel Dispenser White Small x1",,,,,pc,food
1011,FE160P,FE160P,"FE160P Dust Mop Head 36"" x1",7,1,pc,1.00,pc,non_food
1012,SS1748P,4800050000000,"SS1748P Natures Spring Water 350mL x1",,,,,pc,food
1013,MH87P,4801234071622,"MH87P Mr. Muscle All Purpose Cleaner Wild Lavender 1L x1",23,12,pc,1.00,case,non_food
1015,GR139P,GR139P,"GR139P 3M Microfiber Cloth White x1",50,50,pc,1.00,case,non_food
1016,SS0048P,4800020000000,"SS0048P Nissin Cup Noodles Spicy Seafood 60g x1",,,,,pc,food
1017,BC162P,BC162P,"BC162P Ziptie Garbage Bag Black XL 30"" x 37"" x .0010 x10",100,100,pc,1.00,case,non_food
1018,FE169P,FE169P,"FE169P Floor Squeegee 2 ft (24 inches) ordinary x1 (old price)",,,,,pc,food
1019,SS1520P,8996000000000,"SS1520P Kopiko Ready to Drink Lucky Day Coffee 180mL x1",,,,,pc,food
1020,BC147P,BC147P,"BC147P Biodegradable Ziptie Garbage Bag Black Medium 22"" x 24"" x20",,,,,pc,food
1021,P1001P,4800020000000,"P1001P Del Monte Spaghetti Sauce Filipino Style 500g x1",,,,,pc,food
1022,P0844P,P0844P,"P0844P 3M Scotch Brite Scrubbing Pad 75mm x 75mm x 8mm x1 (old stock and old price)",,,,,pc,food
1023,P1996P,4800250000000,"P1996P CDO Meat Loaf 150g x1",,,,,pc,food
1024,P2291P,8886470000000,"P2291P Pringles Sour Cream & Onion 134g x1",,,,,pc,food
1025,SD0101P,SD0101P,"SD0101P Biogesic 500mg Tablet x10",,,,,pc,food
1026,SS1076P,4800250000000,"SS1076P CDO Karne Norte 260g x1",,,,,pc,food
1028,SF0117P,SF0117P,"SF0117P Garbage Bag XL Yellow 30"" x 37"" x .001 x1",1000,100,pc,1.00,case,non_food
1029,MH104P,4801230000000,"MH104P Mr. Muscle All Purpose Cleaner Floral Perfection 1L x1",,,,,pc,food
1031,P2240P,4280000000000,"P2240P Nescafe Creamy White 25.5g x30",,,,,pc,food
1033,P1326P,4807770000000,"P1326P Lucky Me Supreme Jjamppong 35g x1",,,,,pc,food
1034,0380P,4800147210654,"0380P Zim 2N1 Scrubbing sponge Jr x1",166,1,pc,13.00,pc,non_food
1035,P2270P,4800090000000,"P2270P Cupp Keyk Nutty Choco 33g x10",,,,,pc,food
1037,P0823P,28400017053,"P0823P Ruffles Cheddar & Sour Cream 6.5oz x1",,,,,pc,food
1040,SS1302P,8886470000000,"SS1302P Pringles Cheese 134g x1",,,,,pc,food
1041,1047P,4902430000000,"1047P Safeguard Pure White Tripid Bar Soap 85g x3",,,,,pc,food
1042,SF0102P,SF0102P,"SF0102P Garbage Bag XXL Green 37"" x 40"" x .001 x1",700,100,pc,1.00,case,non_food
1043,08134P,08134P,"08134P Garbage Bag Large Green 26"" x32"" x .001 x1",1100,100,pc,1.00,case,non_food
1044,SS1293P,8996000000000,"SS1293P Fres Candy Apple Peach 50's x1",,,,,pc,food
1045,MH25P,,"MH25P Baygon Multi-Insect Killer Kerosene Based 500mL x1",11,12,pc,1.00,case,non_food
1046,P1667P,,"P1667P Del Fabric Conditioner Gentle Protect Refill 1L x1",18,12,pc,1.00,case,non_food
1048,0477P,0477P,"0477P Mop Handle Heavy Duty Rubbermaid Aluminum x1",2,1,pc,1.00,pc,non_food
1050,FE145P,FE145P,"FE145P Air Freshener Strawberry Scent Gallon x1",19,4,pc,1.00,case,non_food
1054,P1479P,4806010000000,"P1479P Jolly Mushroom 284g x1",,,,,pc,food
1055,SS1556P,4800020000000,"SS1556P Nissin Yakisoba Savory Beef 59g x1",,,,,pc,food
1056,P1552P,4800020000000,"P1552P Great Taste White Caramel Twin Pack 50g x1",,,,,pc,food
1057,MH110P,4801234056827,"MH110P Pledge Furniture Cleaner Rain Shower 330mL x1",10,24,pc,1.00,case,non_food
1058,P2268P,4800090000000,"P2268P Dingdong Snack Mix 95g x1",,,,,pc,food
1059,0875P,4800020000000,"0875P Nissin Minicup Noodles Spicy Seafood 40g x1",,,,,pc,food
1060,0347P,4806500000000,"0347P Sanicare Cleansing Wipes Bamboo 80 Sheets x1",,,,,pc,food
1062,P1855P,1200110000000,"P1855P Ruffles Sour Cream & Onion 170g x1",,,,,pc,food
1065,SS1456P,4800090000000,"SS1456P Rebisco Extreme Choco-Coat 25g x10",,,,,pc,food
1066,04927P,04927P,"04927P Stainless Steel Paper Towel Dispenser x1",,,,,pc,food
1071,1363P,1363P,"1363P Plastic Packaging for BNTY0306P 3p12 x1",,,,,pc,food
1072,1366-INP,1366-INP,"1366 INP IN House for BNT1677P Prima x1",,,,,pc,food
1075,MH100P,9555220000000,"MH100P Glade Air Freshener Ocean Escape 320ml x1",,,,,pc,food
1076,P1611P,4800890000000,"P1611P Domex Multi Purpose Cleaner Lemon Bottle 1000mL x1",,,,,pc,food
1080,SS1118P,4801670000000,"SS1118P Papa Sweet-Sarap Spaghetti Pack 1.7kg (Pasta 800g + Sauce 900g) x1",,,,,pc,food
1081,SS1434P,4800020000000,"SS1434P Magic Flakes Cheese Cracker 28g x10",,,,,pc,food
1082,SS0979P,4801980000000,"SS0979P Coke Regular 2L x1",,,,,pc,food
1083,SS0115P,4800020000000,"SS0115P C2 Apple Green Tea 355mL",,,,,pc,food
1086,P2337P,7622200000000,"P2337P Cadbury Dairy Milk Bites Hazelnut 50g x1",,,,,pc,food
1090,0350P,0350P,"0350P Bathroom Tissue Roll Virgin Pulp 3ply 600sheets x1",192,48,pc,1.00,case,non_food
1091,TI002P,TI002P,"TI002P Packaging Plastic with Perforation 7 1/2 L x 7 1/2 W x 4 tbg x .0015 PE color for BNTY0302P Jumbo Pop Up x1",,,,,pc,food
1093,SS1439P,4801980000000,"SS1439P Minute Maid Fresh Mango 180mL x1",,,,,pc,food
1094,P1299P,4806013250052,"P1299P Pine-Sol Multi-Surface Cleaner & Deodizer Lemon Fresh 500mL x1",23,24,pc,1.00,case,non_food
1096,P2781P,,"P2781P Albatross Apple Refill 100g x1",45,12,x1,1.00,case,non_food
1101,0836P,4801000000000,"0836P Lysol Disinfectant Concentrate Pine Scent 500mL x1",,,,,pc,food
1103,SS1670P,4806530000000,"SS1670P Rite 'n Lite Lemon-Lime in can 250mL x1",,,,,btl,food
1104,SS0141P,4800020000000,"SS0141P Nissin Cup Noodles Bulalo 60g x1",,,,,pc,food
1105,1389P,1389P,"1389P Stainless Steel Jumbo Roll Tissue Dispenser (LX841030) x1",,,,,pc,food
1107,Y0348P,Y0348P,"Y0348P Jumbo Roll Tissue Dispenser Black Round x1",,,,,pc,food
1108,P1208P,4807770000000,"P1208P Lucky Me Instant Pancit Canton Kalamansi 80g x1",,,,,pc,food
1109,SS1321P,4800020000000,"SS1321P Del Monte Pineapple Tidbits 200g x1",,,,,pc,food
1110,FE046P,FE046P,"FE046P Knitted Gloves pair x1",100,1,pc,8.00,pc,non_food
1112,SS1626P,4800020000000,"SS1626P Del Monte Sweetened Pineapple Juice 220mL x1",,,,,pc,food
1113,FE029P,FE029P,"FE029P Ceiling Broom x1",32,1,pc,3.00,pc,non_food
1114,SS1504P,750515000000,"SS1504P SkyFlakes Crackers Sandwich Condensada 30g x10",,,,,pc,food
1116,2109P,4800050000000,"2109P Green Cross Isoprophyl Alcohol 70% with moisturizer 150mL x1",,,,,pc,food
1118,SS1470P,748485000000,"SS1470P Angel Coffee Creamer 200g x1",,,,,pc,food
1121,P2071P,4800070000000,"P2071P Gleam Muriatic Acid 1L x1",,,,,pc,food
1123,0205P,4809010000000,"0205P Siete Baracos Blackgold Whole Beans 454g x1",,,,,pc,food
1124,SS1554P,4800090000000,"SS1554P Fudgee Bar Flavor Combo 39.5g x10",,,,,pc,food
1126,P2246P,34000134311,"P2246P Hershey's Kisses Milk Chocolate with Almonds 150g x1",,,,,pc,food
1127,P1533P,4800190000000,"P1533P Oishi Grab Nuts Roasted Almonds 30g x1",,,,,pc,food
1128,P1344P,7622210000000,"P1344P Cadbury Dairy Milk Fruit & Nut 62g x1",,,,,pc,food
1130,P0551P,4002310000000,"P0551P Goya Double Hazelnut Spread 350g x1",,,,,pc,food
1131,0387P,4800150000000,"0387P Zim Powder Cleanser Floral Scent Canister 350g x1",,,,,pc,food
1132,P1239P,4800020000000,"P1239P Del Monte Pineapple Tidbits 227g",,,,,pc,food
1133,P1593P,4987180000000,"P1593P Tide Perfect Clean Detergent Powder Antibac 1510g x1",,,,,pc,food
1135,SS0977P,4801980000000,"SS0977P Sprite Regular 2L x1",,,,,pc,food
1137,2085P,2085P,"2085P Swakto Fabric Conditioner Duo with Antibacterial 40mL x1",432,144,pc,1.00,case,non_food
1139,Z1020P,9556110000000,"Z1020P Lysol D. Spray Citrus Meadows 340g x1",,,,,pc,food
1140,BC152P,BC152P,"BC152P Biodegradable Ziptie GB Natural Medium 22"" x24"" x20",,,,,pc,food
1141,P1700P,4800310000000,"P1700P Scotch-Brite Delicate Care Net Sponge 80mm x 140mm x1",,,,,pc,food
1142,P2093P,4800220000000,"P2093P Clover Chips Cheesier 24g x1",,,,,pc,food
1143,FE007P,FE007P,"FE007P Hand Brush Big Heavy Duty x1",33,1,pc,3.00,pc,non_food
1145,SS1343P,4800020000000,"SS1343P Great Taste Choco Twin Pack 50g x10",,,,,pc,food
1146,SS1405P,4800090000000,"SS1405P Rebisco Sandwich Peanut Butter 33g x10",,,,,pc,food
1148,MH81P,9555220000000,"MH81P Glade Automatic Spray Sakura & Waterlily Refill 175g x1",,,,,pc,food
1149,SS1162P,748485000000,"555 Sardines in Tomato Sauce 155g x1",,,,,pc,food
1150,P1735P,4987180000000,"P1735P DownySunrise Fabric Conditioner Refill 660mL x1",,,,,pc,food
1153,FE244P,FE244P,"FE244P Pranela Green with edging x1",81,1,pc,7.00,pc,non_food
1155,P2106P,4807770000000,"P2106P Nissin Bread Stix 20g x10",,,,,pc,food
1157,SS1631P,4801690000000,"SS1631P Regent Assorted Cakes 20g x10",,,,,pc,food
1158,FE287P,FE287P,"FE287P Generic Furniture Polish Gallon x1",4,1,pc,1.00,pc,non_food
1159,SS0978P,8886470000000,"SS0978P Pringles Cheese 42g x1",,,,,pc,food
1160,2128P,4800047841736,"2128P Zonrox Bleach Plus 900ml x1",32,24,pc,1.00,case,non_food
1161,0987P,4800020000000,"0987P Del Monte Spaghetti Pasta 400g x1",,,,,pc,food
1163,2114P,4800047840029,"2114P Zonrox Bleach Original 500mL",63,36,pc,1.00,case,non_food
1164,0153P,0153P,"0153P Paper Plate Laminated Paper Plate x25",58,20,pc,1.00,case,non_food
1165,Y0310P,Y0310P,"Y0310P Bonita Quarter fold Table Napkin Virgin Pulp 1 ply 350 sheets x1",24,8,pc,1.00,case,non_food
1168,SS1466P,4902430000000,"SS1466P Ariel Powder Sunrise Fresh Jumbo 70g x1",,,,,pc,food
1169,PT0001P,4806510000000,"PT0001P Top Hat Spoon White x25",,,,,pc,food
1170,P1634P,750515000000,"P1634P Fita Crackers Singles 30g x15",,,,,pc,food
1171,0549P,4801980000000,"0549P Royal True Orange 1.5L x1",,,,,pc,food
1172,P1383P,4800190000000,"P1383P Oishi Potato Fries Cheese 50g x1",,,,,pc,food
1173,FE241P,FE241P,"FE241P Unbranded Polishing Pad Blue 16"" x1",5,5,pc,1.00,case,non_food
1174,PT0002P,4806510000000,"PT0002P Top Hat Fork White x25",,,,,pc,food
1175,P2358P,4806510000000,"P2358P Magnolia Pancake Plus with Mapple Syrup 480g x1",,,,,pc,food
1176,SS1194P,748486000000,"SS1194P Argentina Beef Loaf 170g x1",,,,,pc,food
1177,B23P1947P,8801120000000,"B23P1947P Lotte Luncheon Meat 340g x1",,,,,pc,food
1178,04924P,04924P,"04924P Dustpan Stainless x1",12,1,pc,1.00,pc,non_food
1179,SS1067P,4800020000000,"SS1067P Nissin Cup Noodles Creamy Seafood 40g x1",,,,,pc,food
1180,SS1428P,4800020000000,"SS1428P Mang Juan Chik'n Skin 17g x1",,,,,pc,food
1181,P1621P,7622210000000,"P1621P Cadbury Dairy Milk Chocolate Mini Bites Share Bag 81g x1",,,,,pc,food
1183,SS1274P,4800020000000,"SS1274P Dewberry Blueberry Cheesecake 33g x10",,,,,pc,food
1184,Y0318P,Y0318P,"Y0318P Jumbo Roll Tissue Dispenser Plain White Round x1",,,,,pc,food
1185,P2353P,3179730000000,"P2353P Perrier Sparkling Water 750ml x1",,,,,pc,food
1186,SS1508P,4801960000000,"SS1508P Ajinomoto Crispy Fry Breading Mix Original 62g x1",,,,,pc,food
1187,SS1054P,4807770000000,"SS1054P Lucky Me Mini Bulalo 40g x1",,,,,pc,food
1188,P1961P,8801060000000,"P1961P Lotte Pepero White Cookie 32g x1",,,,,pc,food
1191,GR121P,GR121P,"GR121P 3M Buffer Pad Red 20"" x1",2,5,pc,1.00,case,non_food
1194,2114C,24800047840023,"2114C Zonrox Bleach Original 500x36",2,36,case,1.00,case,non_food
1195,P2402P,4800250000000,"P2402P CDO Meat Loaf Spicy 150g x1",,,,,pc,food
1196,P2137P,9556076012689,"P2137P Ambi Pur Gel Fresh Refreshing Lemon 180g x1",10,1,,1.00,pc,non_food
1197,SS1160P,4800010000000,"SS1160P Nestea Iced Tea Lemon 500mL x1",,,,,pc,food
1198,P2238P,4806501708232,"P2238P Champion Fabric Conditioner Pink Fresh 1L Pouch x1",9,1,pc,1.00,pc,non_food
1199,SS1367P,4806501707112,"SS1367P Champion Detergent Bar 370g x1",51,1,pc,4.00,pc,non_food
1200,FE161P,FE161P,"FE161P Basong Pinoy Plastic Cups 8 oz x50",60,20,pc,1.00,case,non_food
1201,P2147P,4902430000000,"P2147P Downy Sunrise Fresh Pouch 660mL x1",,,,,pc,food
1202,10002P,4808890000000,"10002P Axion Dishwashing Paste Lemon Refill 350g x1",,,,,pc,food
1203,P1216P,4800580000000,"P1216P Kremtop 170g x1",,,,,pc,food
1204,SS1528P,729461000000,"SS1528P Regent Cheese Ring 25g x1",,,,,pc,food
1205,SS0937P,4807770000000,"SS0937P Lucky Me Supreme Bulalo 70g x1",,,,,pc,food
1206,1373-INP,1373-INP,"1373-INP IN House for BNTY1662 IFPT x1",,,,,pc,food
1207,P0058P,4902430000000,"P0058P Safeguard Soap White 60g x1",,,,,pc,food
1208,04900P,4806520000000,"04900P Surgitech Surgical Latex Gloves Medium x100",,,,,pc,food
1210,BC151P,BC151P,"BC151P Biodegradable Ziptie Garbage Bag Natural Small 18"" x 20"" x20",,,,,pc,food
1211,SS1627P,4800090000000,"SS1627P Rebisco Crackers Plain 33g x20",,,,,pc,food
1212,FE299P,FE299P,"FE299P Plastic Hand Brush Heavy Duty x1",23,1,pc,2.00,pc,non_food
1213,P0949P,4801980000000,"P0949P Royal 2L x1",,,,,pc,food
1214,04868P,04868P,"04868P Bouffant Cap White x100",,,,,pc,food
1215,1442P,1442P,"1442P Hair Net x10",,,,,pc,food
1218,P1781P,748485000000,"P1781P Birch Tree Fortified 33g x1",,,,,pc,food
1223,SS1625P,4800020000000,"SS1625P Del Monte Pineapple Orange Juice 220mL x1",,,,,pc,food
1224,P0113P,4800060000000,"OK Cheese 200g x1",,,,,pc,food
1226,MH124P,4801230000000,"MH124P Baygon Protector Multi Insect Killer Citrus Scent 300mL x1",,,,,pc,food
1228,SS0894P,4801980000000,"SS0894P Wilkins Pure Water 500mL x1",,,,,pc,food
1230,P2280P,4801230000000,"P2280P Pledge Paste Wax Red 90g x1",,,,,pc,food
1231,P2281P,4801230000000,"P2281P Pledge Paste Wax Colorless 90g x1",,,,,pc,food
1233,FE270P,FE270P,"FE270P Carpet Shampoo Orange Scent Gallon x1",6,4,pc,1.00,case,non_food
1240,SS1388P,4809010000000,"SS1388P Boy Bawang Chicharon 100g x1",,,,,pc,food
1242,2037P,2037P,"2037P Therma Lotion Pump Bottle 500ml x1",432,1,pc,33.00,pc,non_food
1246,SS0962P,4807770000000,"SS0962P Lucky Me Mini cup LaPaz Batchoy 40g x1",,,,,pc,food
1248,P0908P,8000380000000,"P0908P Loacker Quadratini Wafer Biscuit 125g x1",,,,,pc,food
1249,SS1124P,4800050000000,"SS1124P Zonrox Original 250ml x1",,,,,pc,food
1250,P0865P,748486000000,"P0865P Argentina Meat Loaf 150g x1",,,,,pc,food
1251,SS1212P,8888440000000,"SS1212P Cowhead Pure Milk 1L x1",,,,,pc,food
1252,1045P,4902430000000,"1045P Joy Diswashing Liquid Antibac Expert Bottle 240mL x1",,,,,pc,food
1254,P2260P,4801980000000,"P2260P Minute Maid Fresh Orange 250mL x1",,,,,pc,food
1257,SS1165P,8850010000000,"SS1165P Colgate Toothpaste Regular 24g x1",,,,,pc,food
1258,P0807P,4800010000000,"P0807P Delimondo Garlic & Chili Corned Beef 380g x1",,,,,pc,food
1259,BC173P,BC173P,"BC173P Non-Bio Ziptie Garbage Bag Black XXL 37' x 40' XXL x10",,,,,pc,food
1261,FE140P,FE140P,"FE140P Hand Brush (wood Handle) x1",32,1,pc,3.00,pc,non_food
1263,P2416P,4806530000000,"P2416P Farmboy Pandan Rice 5kg x1",,,,,pc,food
1268,SS1747P,4800020000000,"SS1747P Jack 'n Jill Maxx Fresh 50's x1",,,,,pc,food
1271,P1891P,,"P1891P Champion Bar with Fabric Conditioner 370g x1",33,1,pc,3.00,pc,non_food
1272,P0465P,4800150000000,"P0465P Zim Liquid Sosa 500ml x 1",,,,,pc,food
1275,SS1495P,4803930000000,"SS1495P Gatorade Grape Pet Bottle 500mL x1",,,,,pc,food
1277,0458P,0458P,"0458P Good Morning Towel x12",,,,,pc,food
1278,P1351P,731126000000,"P1351P Nagaraya Barbecue Cracker Nuts 80g x1",,,,,pc,food
1279,SS1538P,8996000000000,"SS1538P Kopiko Black 3in1 Coffee 30g x10",,,,,pc,food
1280,04989P,04989P,"04989P Mop Head Rayon Heavy Duty No. 400 Green x1",,,,,pc,food
1282,P1449P,49024300000000,"P1449P Safeguard Liquid Hand Soap White Refill 420ml x1",,,,,pc,food
1283,2064P,4809010000000,"2064P Liquid Hand Soap Lavender 500ml pump bottle with front sticker x1",,,,,pc,food
1285,P2191P,4800020000000,"P2191P V-Cut Spicy BBQ 25g x1",,,,,pc,food
1287,P1009P,4800020000000,"P1009P Del Monte Creamy and Cheese Spaghetti Sauce 900g x1",,,,,pc,food
1288,P0998P,4807770000000,"P0998P Lucky Me Chicken Mini 40g x1",,,,,pc,food
1291,SS1357P,4800020000000,"SS1357P Jack 'n Jill Berry Knots 28g x1",,,,,pc,food
1292,P1657P,4800020000000,"P1657P Cream All Creamer 250g x1",,,,,pc,food
1293,FE031P,4809010000000,"FE031P MC Metal Polish 125ml x1",,,,,pc,food
1294,P1083P,4902430000000,"P1083P Ambi Pur Car Freshener mini clip x1",,,,,pc,food
1298,FE132P,FE132P,"FE132P Mop Aluminum Handle Plastic Head Violet x1",,,,,pc,food
1300,BC135P,BC135P,"BC135P Non-Bio Ziptie Garbage Bag Black Small 18' x 20' x20",,,,,pc,food
1301,SS0101P,4808680000000,"SS0101P Lady's Choice Mayonnaise Bottle 220ml",,,,,pc,food
1303,P2271P,6924740000000,"P2271P Doritos Nacho Cheese 190g x1",,,,,pc,food
1306,SS0197P,4801690000000,"SS0197P Regent Cheese Ring 60g x1",,,,,pc,food
1307,P2156P,4800190000000,"P2156P Oishi Cracklings Salt & Vinegar 24g x1",,,,,pc,food
1308,SS0989P,4800070000000,"SS0989P Albatross Sampaguita with holder 50g x1",,,,,pc,food
1309,1054P,4902430000000,"1054P Joy Dishwashing Liquid Antibac Bottle 780mL x1",,,,,pc,food
1310,P0999P,4807770000000,"P0999P Lucky Me Beef mini 40g x1",,,,,pc,food
1311,P0310P,6942840000000,"P0310P Hershey's Kisses Creamy Milk Choco 36g x1",,,,,pc,food
1313,P0133P,28400017244,"P0133P Cheetos 226g x1",,,,,pc,food
1314,SS1534P,4800320000000,"SS1534P Vi-Va Caramel Candy 50's x1",,,,,pc,food
1315,P14446P,8000500000000,"P14446P Ferrero Rocher Chocolate T16 200g x1",,,,,pc,food
1317,SS1087P,4902430000000,"SS1087P Safeguard Liquid Hand Soap Lemon Scent 225ml x1",,,,,pc,food
1321,TI002-INP,TI002-INP,"TI002-INP IN House for BNTY0302P Jumbo Pop Up x1",,,,,pc,food
1323,SS1362P,4806500000000,"SS1362P Calla Powder with Fabric Conditioner Floral Fresh Violet 800g x1",,,,,pc,food
1324,SS1678P,4848570002,"SS1678P 555 Tuna Flakes Afritada 155g x1",,,,,pc,food
1325,P0475P,4800310000000,"P0475P Scotch Brite Heavy Duty Scrubbing Pad Mini x 1",,,,,pc,food
1326,P0166P,4800360000000,"P0166P Nestle Coffeemate 80g x1",,,,,pc,food
1329,FE200P,FE200P,"FE200P BNW Spoon White x25",,,,,pc,food
1330,2134P,4800050000000,"2134P Zonrox Multi Clean Lemon 900mL x1",,,,,pc,food
1333,SS1220P,4800220000000,"SS1220P Clover Chips Barbeque 85g x1",,,,,pc,food
1340,SS0036P,4800020000000,"SS0036P Del Monte Spaghetti Sauce Sweet Style 1kg x1",,,,,pc,food
1343,P1057P,4280000000000,"P1057P Nescafe 3in1 Original 28g x30",,,,,pc,food
1347,1360P,1360P,"1360P Packaging Plastic 7 + 3 x 14 x 0.0012 PE 3 colors for BNTY0304P 2p4 x1",,,,,pc,food
1350,P1346P,4902430000000,"P1346P Tide Detergent Bar with Downy Garden Bloom 450g",,,,,pc,food
1354,1969P,1200110000000,"1969P Lay's Cheese 50g x1",,,,,pc,food
1355,2073P,2073P,"2073P Liquid Hand Soap Green Apple 500mL pump bottle x1",,,,,pc,food
1361,SS1599P,4800100000000,"SS1599P Judge Gum Bricks Spearmint 50s x1",,,,,pc,food
1362,SS1725P,8935000000000,"SS1725P Mentos Strawberry Mix 50's x1",,,,,pc,food
1364,04894P,04894P,"04894P Heng De Disposable Facemask 3ply x50",,,,,pc,food
1365,0685P,4801230000000,"0685P Mr. Muscle Sink & Drain Declogger 500ml x1",,,,,pc,food
1367,FE239P,FE239P,"FE239P Trigem Paper Plate Silver x25",,,,,pc,food
1368,JU0116P,JU0116P,"JU0116P Rubber Gloves Ordinary Large pair x1",,,,,pc,food
